housing,job,day,qualification,month,location,online.banking,checking.account,prev.sales,year.contact,length,central.interest.rate,employment.rate,customer.satisfaction,price.index,credit.rating,age,staff_total,confidence.index,emails.month,y
yes,Self-employed,tue,Higher.school.certificate,nov,Inner.city,active,yes,0,2,162,5.16,1.55,Satisfactory,107.01,satisfactory,34,15542,84.48,0,no
yes,Plumber,fri,other,nov,Inner.city,inactive,yes,0,2,468,5.171,1.45,Satisfactory,111.09,satisfactory,51,15574,87.69,1,no
no,Gardener,mon,Bachelour.degree,apr,Inner.city,inactive,yes,0,2,1949,2.027,-1.1,Satisfactory,108.03,satisfactory,45,15292,76.31,1,yes
unknown,Self-employed,wed,highschool.certificate,may,suburban,not.registered,no,0,0,152,5.851,3.25,Satisfactory,106.5852,poor,42,15595,99.78,1,no
yes,Driver,wed,other,nov,Inner.city,inactive,yes,0,3,1160,4.112,1.55,Satisfactory,110.15,poor,31,15556,88.86,0,no
yes,Lawyer,thu,other,may,Inner.city,inactive,no,0,5,545,6.247,3.35,Satisfactory,111.4152,satisfactory,22,15579,100.51,0,no
no,Electrician,fri,highschool.certificate,aug,Inner.city,inactive,yes,0,12,550,5.855,3.6,Satisfactory,105.7952,satisfactory,54,15675,105.31,1,no
no,Self-employed,thu,Higher.school.certificate,apr,suburban,inactive,yes,0,1,1186,1.678,-1.4,High,106.03,satisfactory,41,15259,79.86,1,yes
yes,Retail,tue,TAFE,jun,Inner.city,inactive,no,0,1,79,6.675,3.5,Satisfactory,105.472,satisfactory,32,15698,83.85,0,no
no,Lawyer,thu,Bachelour.degree,may,Inner.city,inactive,no,0,2,225,5.871,3.15,Satisfactory,109.6852,satisfactory,32,15561,96.23,1,no
yes,Electrician,wed,other,may,Inner.city,inactive,no,0,2,231,3.008,-1.1,Satisfactory,107.8644,satisfactory,44,15349,80.75,1,no
no,Self-employed,fri,Higher.school.certificate,jul,Inner.city,inactive,yes,0,2,394,6.001,3.6,Satisfactory,111.9544,poor,25,15724,81.45,1,no
yes,Lawyer,thu,other,oct,Inner.city,inactive,yes,0,0,212,1.246,-3.4,Satisfactory,112.5448,satisfactory,65,15036,119.13,0,no
yes,Gardener,wed,Bachelour.degree,may,suburban,inactive,yes,0,2,574,1.565,-1.2,Satisfactory,101.1444,poor,36,15308,78.3,1,no
yes,Gardener,thu,Higher.school.certificate,apr,Inner.city,inactive,yes,0,3,602,2.263,-1,High,108.74,satisfactory,38,15299,71.27,2,no
no,Driver,mon,Bachelour.degree,may,Inner.city,active,no,0,1,643,5.206,3.05,Satisfactory,111.0852,satisfactory,48,15611,98.61,1,no
no,Driver,fri,Higher.school.certificate,may,suburban,inactive,no,0,2,793,5.941,3.15,Satisfactory,105.4052,satisfactory,44,15652,95.65,0,no
yes,Driver,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,4,382,5.944,3.6,Satisfactory,105.3144,satisfactory,52,15682,79.44,0,no
no,Driver,tue,other,jun,Inner.city,active,yes,0,3,1074,2.013,-1.25,High,109.544,satisfactory,41,14951,90.22,2,yes
no,Lawyer,tue,Bachelour.degree,nov,Inner.city,inactive,yes,0,2,142,4.941,1.15,Satisfactory,108.26,satisfactory,34,15624,86.25,0,no
no,Librarian,wed,highschool.certificate,nov,Inner.city,active,yes,0,2,516,1.846,-1.05,Satisfactory,107.074,satisfactory,69,14951,90.4,0,yes
yes,Self-employed,wed,Higher.school.certificate,aug,Inner.city,inactive,yes,0,2,759,5.059,3.5,Satisfactory,106.9352,satisfactory,48,15695,100.64,1,no
no,Driver,fri,doctorate,jul,Inner.city,inactive,yes,0,1,131,6.141,3.4,Satisfactory,108.4744,satisfactory,39,15658,83.21,1,no
yes,Lawyer,wed,other,jul,suburban,inactive,no,0,3,227,6.062,3.5,Satisfactory,106.6244,excellent,52,15678,85.28,1,no
no,Lawyer,tue,other,aug,suburban,active,yes,0,3,171,5.669,3.8,Satisfactory,108.3952,satisfactory,57,15710,100.63,0,no
yes,Self-employed,wed,Bachelour.degree,may,suburban,inactive,yes,0,4,900,3.023,-1.3,Satisfactory,106.0044,poor,34,15298,79.53,1,no
yes,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,no,0,0,407,5.281,3.35,Satisfactory,107.2452,poor,39,15579,100.14,0,no
no,Driver,thu,other,may,Inner.city,active,no,0,2,377,5.674,3.25,Satisfactory,107.1552,excellent,54,15587,99.61,1,no
no,Driver,thu,doctorate,apr,Inner.city,inactive,yes,0,3,411,6.045,3.4,Satisfactory,111.9852,poor,33,15690,101.06,0,no
yes,Doctor,thu,doctorate,jul,Inner.city,inactive,yes,0,2,135,5.806,3.7,Satisfactory,107.0444,excellent,42,15696,84.69,1,no
yes,Gardener,wed,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,1054,3.078,-1.3,High,106.7244,satisfactory,35,15275,81.28,2,no
yes,Driver,fri,other,aug,Inner.city,inactive,yes,0,1,328,5.958,3.4,Satisfactory,110.7852,excellent,40,15651,99.65,1,no
no,Driver,thu,doctorate,aug,Inner.city,active,yes,0,0,841,6.145,3.8,Low,109.1352,excellent,54,15695,103.89,1,no
yes,Lawyer,fri,Bachelour.degree,may,Inner.city,inactive,yes,0,3,129,2.784,-1.4,Satisfactory,110.1944,excellent,46,15300,80.6,1,no
no,Driver,mon,Higher.school.certificate,may,Inner.city,inactive,yes,0,4,162,2.12,-1.1,High,109.3644,excellent,26,15316,79.36,2,no
yes,Lawyer,fri,other,mar,Inner.city,inactive,yes,1,2,1060,2.078,-1.4,Low,103.8252,excellent,42,15088,101.9,3,yes
yes,Lawyer,mon,other,may,Inner.city,inactive,no,0,3,660,5.01,3.25,Satisfactory,107.7252,satisfactory,33,15580,96.52,0,no
yes,Academic,mon,TAFE,may,Inner.city,inactive,yes,0,2,591,5.35,3.15,Satisfactory,106.5052,satisfactory,36,15579,97.79,0,no
no,Chef,thu,Higher.school.certificate,nov,Inner.city,inactive,no,0,1,289,1.988,-3.05,Satisfactory,103.7608,poor,26,15288,107.32,1,no
no,Lawyer,mon,other,jul,Inner.city,inactive,yes,0,8,2442,6.295,3.6,Satisfactory,108.1144,poor,25,15674,88.66,1,yes
yes,Self-employed,tue,unknown,may,suburban,inactive,no,0,3,781,5.959,3.25,Satisfactory,106.9652,satisfactory,58,15563,99.41,1,no
no,Lawyer,wed,Bachelour.degree,apr,Inner.city,inactive,yes,2,2,1032,2.18,-1.3,Satisfactory,107.08,satisfactory,63,15322,76.84,1,yes
yes,Lawyer,mon,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,389,1.995,-1,Satisfactory,106.8944,satisfactory,39,15304,80.15,0,no
yes,Lawyer,tue,Bachelour.degree,may,Inner.city,inactive,yes,0,2,688,2.873,-1.4,Satisfactory,106.7644,poor,39,15280,77.24,1,no
yes,Electrician,mon,highschool.certificate,nov,suburban,inactive,yes,0,5,441,4.5,1.45,Satisfactory,106.44,satisfactory,51,15591,83.71,0,no
yes,Driver,thu,doctorate,aug,Inner.city,inactive,yes,0,3,301,6.044,3.6,Satisfactory,105.4852,poor,28,15707,99.4,0,no
no,Driver,tue,TAFE,jul,suburban,inactive,yes,0,3,384,6.422,3.7,Satisfactory,110.1544,satisfactory,53,15674,85.95,1,no
no,Driver,tue,other,may,Inner.city,inactive,no,0,6,249,6.091,3.25,Satisfactory,107.4152,satisfactory,26,15552,96.85,1,no
no,Retail,wed,Higher.school.certificate,jul,suburban,inactive,yes,0,0,121,5.811,3.6,Satisfactory,108.8144,satisfactory,43,15664,82.4,0,no
yes,Plumber,thu,other,may,Inner.city,inactive,yes,0,1,1069,1.711,-1.4,Satisfactory,108.5344,satisfactory,42,15323,82.21,1,no
yes,Plumber,thu,other,nov,Inner.city,inactive,no,0,0,692,4.532,1.55,Satisfactory,106.94,satisfactory,49,15602,83.56,0,no
no,Lawyer,fri,other,aug,Inner.city,inactive,yes,0,1,181,5.911,3.8,Satisfactory,105.6652,poor,31,15731,95.56,1,no
yes,Lawyer,thu,Bachelour.degree,jul,Inner.city,inactive,no,0,2,591,5.145,3.5,Satisfactory,108.3244,poor,30,15709,88.63,1,no
yes,Gardener,mon,doctorate,may,Inner.city,inactive,no,0,3,638,5.877,3.05,High,110.5552,satisfactory,29,15540,94.4,1,no
no,Plumber,mon,Bachelour.degree,jul,Inner.city,inactive,yes,0,2,2376,6.356,3.6,Satisfactory,110.1544,satisfactory,30,15706,86.21,1,yes
yes,Self-employed,mon,doctorate,may,Inner.city,inactive,yes,0,2,159,2.138,-1.3,Satisfactory,107.7344,satisfactory,39,15286,80.87,0,no
yes,Lawyer,mon,other,may,Inner.city,active,yes,0,0,141,2.863,-1,High,110.0244,unknown,37,15305,81.41,1,no
yes,Self-employed,tue,doctorate,aug,Inner.city,inactive,yes,0,3,596,2.34,-0.95,Satisfactory,110.2416,satisfactory,34,15020,96.84,0,yes
unknown,Electrician,tue,Higher.school.certificate,may,Inner.city,not.registered,yes,0,1,541,2.106,-1,Satisfactory,109.8444,satisfactory,36,15280,81.07,1,no
no,Lawyer,wed,other,oct,Inner.city,inactive,yes,0,2,220,1.416,-3.6,Satisfactory,110.9148,satisfactory,37,15052,114.54,0,yes
yes,Lawyer,mon,highschool.certificate,may,Inner.city,inactive,no,0,0,98,4.729,3.35,Satisfactory,108.1152,satisfactory,35,15598,99.5,1,no
yes,Lawyer,thu,other,aug,Inner.city,inactive,yes,0,1,506,5.858,3.5,Satisfactory,107.1452,poor,36,15682,97.72,1,no
yes,Plumber,mon,other,may,Inner.city,inactive,yes,0,4,173,6.272,3.15,Satisfactory,106.4452,excellent,55,15562,96.45,1,no
no,Driver,mon,other,may,Inner.city,inactive,no,0,2,593,6.389,3.35,Satisfactory,107.2452,satisfactory,57,15584,100.26,0,no
no,Driver,thu,other,nov,Inner.city,active,yes,0,1,112,5.517,1.55,Satisfactory,110.23,poor,30,15601,84.77,1,no
yes,Driver,thu,doctorate,nov,Inner.city,inactive,yes,0,2,845,4.408,1.45,Satisfactory,107.78,satisfactory,34,15573,89.33,1,no
yes,Lawyer,wed,other,aug,Inner.city,inactive,yes,0,2,908,2.847,-2.75,High,108.6408,satisfactory,49,15177,109.93,2,yes
yes,Lawyer,tue,other,apr,Inner.city,inactive,yes,0,0,671,1.095,-1.2,Satisfactory,102.9192,poor,29,14997,101.38,0,yes
yes,Librarian,fri,highschool.certificate,aug,Inner.city,inactive,yes,2,1,343,2.151,-2.95,Low,104.2708,satisfactory,59,15231,109.68,2,yes
no,Self-employed,thu,highschool.certificate,may,suburban,inactive,no,0,2,210,6.108,3.05,Satisfactory,107.7252,satisfactory,44,15583,99.65,0,no
no,Lawyer,fri,Bachelour.degree,jul,Inner.city,inactive,no,0,7,160,5.52,3.7,Satisfactory,107.1544,excellent,39,15762,86.69,0,no
yes,Lawyer,wed,Bachelour.degree,jul,Inner.city,inactive,no,0,2,268,5.677,3.8,Satisfactory,107.2344,satisfactory,41,15676,81.9,0,yes
yes,Chef,fri,other,apr,suburban,inactive,yes,0,1,677,3.006,-1,Satisfactory,104.89,satisfactory,29,15301,75.6,0,no
yes,Driver,fri,doctorate,jun,suburban,inactive,no,0,2,61,6.524,3.6,Satisfactory,104.812,satisfactory,33,15706,87.4,0,no
yes,Driver,wed,doctorate,aug,Inner.city,active,yes,0,1,2320,4.917,3.4,Satisfactory,107.7852,poor,31,15637,97,0,yes
yes,Retail,mon,Bachelour.degree,oct,Inner.city,inactive,yes,0,1,135,1.908,-3.6,Satisfactory,109.1048,poor,29,15074,117.24,0,no
yes,Self-employed,tue,Higher.school.certificate,may,Inner.city,inactive,yes,0,0,290,2.162,-1.3,Satisfactory,107.2744,poor,34,15244,76.69,1,yes
yes,Lawyer,thu,other,may,suburban,inactive,no,0,1,764,5.489,3.35,Satisfactory,106.3252,satisfactory,42,15560,98.4,1,no
no,Lawyer,fri,Bachelour.degree,apr,Inner.city,inactive,yes,0,1,255,2.3,-1.3,Satisfactory,104.95,poor,44,15291,73.66,1,no
no,Self-employed,mon,doctorate,jun,Inner.city,inactive,no,0,2,1350,5.332,3.6,Satisfactory,107.442,satisfactory,31,15640,90.09,0,no
yes,Lawyer,tue,other,may,Inner.city,active,no,0,1,319,5.54,2.95,Satisfactory,105.3552,satisfactory,37,15605,100.95,1,no
yes,Driver,mon,Bachelour.degree,jul,Inner.city,inactive,no,0,2,367,6.259,3.25,Satisfactory,108.3552,satisfactory,37,15598,100.13,1,no
yes,Self-employed,mon,Higher.school.certificate,may,suburban,inactive,yes,0,2,393,2.288,-1.3,Satisfactory,105.6944,satisfactory,28,15328,76.99,1,no
yes,Gardener,tue,Higher.school.certificate,may,Inner.city,active,no,0,3,1866,6.098,3.35,Satisfactory,110.0552,poor,35,15560,101.84,0,no
yes,Chef,thu,Higher.school.certificate,jul,Inner.city,inactive,yes,0,1,110,5.63,3.5,Satisfactory,109.5744,satisfactory,43,15660,84.18,0,no
unknown,Lawyer,thu,other,apr,Inner.city,not.registered,yes,0,1,655,2.903,-1.1,Satisfactory,109.96,satisfactory,28,15313,77.46,1,no
yes,Self-employed,fri,TAFE,jul,Inner.city,active,yes,0,2,155,4.692,3.4,Satisfactory,109.4144,satisfactory,31,15651,84.09,0,no
yes,Driver,mon,doctorate,may,Inner.city,inactive,no,0,2,460,7.205,3.05,Satisfactory,109.5252,satisfactory,41,15574,98.98,0,no
yes,Plumber,wed,doctorate,jun,suburban,inactive,no,0,1,2117,5.533,3.6,Satisfactory,108.752,satisfactory,58,15690,84.89,1,no
unknown,Plumber,fri,highschool.certificate,may,suburban,not.registered,yes,0,5,324,2.191,-1.4,High,107.4344,satisfactory,60,15316,77.86,1,no
yes,Lawyer,mon,Bachelour.degree,nov,Inner.city,inactive,yes,0,1,878,6.027,1.55,Satisfactory,107.96,satisfactory,44,15549,84.12,0,yes
no,Self-employed,tue,Higher.school.certificate,jun,Inner.city,inactive,no,0,1,392,6.135,3.6,Satisfactory,108.932,excellent,34,15708,86.24,0,no
no,Self-employed,thu,Higher.school.certificate,may,suburban,inactive,no,0,2,1023,6.14,2.95,Satisfactory,111.3052,satisfactory,41,15622,101.49,1,no
yes,Gardener,tue,Bachelour.degree,nov,Inner.city,inactive,yes,0,2,222,5.553,1.55,Satisfactory,109.42,satisfactory,49,15606,87.9,1,yes
yes,Chef,wed,Bachelour.degree,may,Inner.city,inactive,yes,0,1,144,1.975,-1.4,Satisfactory,105.6444,poor,26,15313,77.58,1,no
yes,Driver,wed,doctorate,aug,Inner.city,inactive,yes,0,0,140,5.059,3.5,Satisfactory,107.7052,satisfactory,29,15654,97.09,1,no
yes,Plumber,thu,other,may,Inner.city,inactive,no,0,2,123,5.375,2.95,Satisfactory,109.5952,satisfactory,37,15586,99.75,0,no
no,Electrician,thu,other,aug,suburban,inactive,yes,0,2,228,5.467,3.8,Satisfactory,105.6352,satisfactory,47,15665,100.37,0,no
yes,Lawyer,tue,other,nov,Inner.city,active,yes,0,2,324,4.975,1.25,Satisfactory,102.49,satisfactory,39,15631,83.11,0,no
no,Gardener,mon,Bachelour.degree,may,Inner.city,inactive,yes,0,4,377,2.277,-1.3,Satisfactory,105.1644,satisfactory,40,15251,76.42,1,yes
no,Lawyer,wed,other,apr,Inner.city,inactive,yes,0,4,314,2.284,-1,High,103.09,poor,43,15311,77.82,1,no
no,Self-employed,fri,unknown,jun,suburban,inactive,no,0,8,33,4.912,3.4,Satisfactory,111.172,satisfactory,37,15682,92.4,0,no
yes,Lawyer,thu,other,mar,Inner.city,inactive,yes,0,5,517,0.989,-1.1,High,108.1852,poor,28,15016,101.65,2,yes
no,Driver,thu,doctorate,jun,Inner.city,inactive,no,0,32,81,6.176,3.5,Satisfactory,108.7444,poor,39,15698,86.08,0,no
no,Retail,mon,Bachelour.degree,may,suburban,inactive,no,0,1,208,6.078,3.05,Satisfactory,107.7052,satisfactory,44,15542,103.02,0,no
yes,Self-employed,mon,Higher.school.certificate,may,Inner.city,inactive,no,0,1,384,5.76,2.95,Satisfactory,105.0052,satisfactory,27,15551,99.15,0,no
yes,Retail,mon,highschool.certificate,may,suburban,inactive,no,0,6,1173,5.883,3.25,Satisfactory,108.0252,satisfactory,44,15579,97.47,1,no
yes,Lawyer,wed,other,nov,Inner.city,inactive,yes,0,1,202,4.983,1.55,Satisfactory,105.39,satisfactory,47,15555,87.44,0,no
yes,Librarian,tue,highschool.certificate,apr,Inner.city,inactive,yes,0,1,90,2.327,-1.2,High,108.18,satisfactory,63,15251,76.07,2,no
yes,Lawyer,wed,other,nov,Inner.city,inactive,yes,4,2,157,2.3,-3.6,High,107.0192,poor,25,15052,109.09,3,no
yes,Driver,thu,doctorate,mar,Inner.city,inactive,yes,1,1,427,2.595,-1.2,Low,105.2744,satisfactory,36,15287,71.79,1,yes
yes,Driver,fri,Bachelour.degree,aug,Inner.city,inactive,yes,0,4,1371,4.734,3.5,Satisfactory,106.4852,poor,29,15680,98.68,0,yes
yes,Driver,tue,Bachelour.degree,aug,Inner.city,active,yes,0,1,993,6.554,3.6,Satisfactory,107.5452,satisfactory,29,15682,103.21,1,no
no,Driver,mon,doctorate,jun,suburban,inactive,no,0,2,201,5.624,3.4,Satisfactory,108.082,satisfactory,46,15711,87.55,0,no
yes,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,no,0,1,197,5.666,3.05,Satisfactory,108.8552,satisfactory,39,15562,101.33,0,no
yes,Electrician,thu,highschool.certificate,may,suburban,inactive,yes,0,2,522,5.559,3.35,Satisfactory,108.5552,satisfactory,49,15526,102.07,1,no
no,Lawyer,tue,other,nov,Inner.city,inactive,yes,0,0,226,6.047,3.5,Satisfactory,104.1552,poor,38,15674,100.58,0,no
no,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,yes,0,1,623,5.047,3.15,Satisfactory,108.8552,satisfactory,43,15596,98.01,0,no
yes,Gardener,fri,Bachelour.degree,may,Inner.city,inactive,yes,0,2,112,2.429,-1.2,High,106.0344,satisfactory,36,15261,78.75,1,no
yes,Retail,tue,doctorate,aug,Inner.city,active,no,0,0,94,5.348,3.4,Satisfactory,110.4252,poor,34,15689,98.02,0,no
no,Lawyer,wed,Bachelour.degree,jun,suburban,inactive,no,0,2,99,6.998,3.5,Satisfactory,106.942,poor,42,15659,86.73,0,no
yes,Self-employed,wed,highschool.certificate,may,Inner.city,inactive,no,0,6,713,2.868,-1.3,Satisfactory,108.4844,satisfactory,55,15267,77.07,0,no
yes,Driver,thu,doctorate,aug,Inner.city,active,yes,0,3,1951,5.91,3.8,Satisfactory,106.6552,satisfactory,47,15629,101.65,1,no
no,Academic,tue,other,jul,suburban,active,yes,0,3,990,6.604,3.4,Satisfactory,104.7544,satisfactory,41,15644,81,1,no
no,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,285,2.566,-1,High,105.4844,poor,26,15290,80.58,2,no
yes,Lawyer,wed,Bachelour.degree,jul,Inner.city,inactive,no,0,3,1121,5.809,3.5,Satisfactory,108.6244,poor,28,15660,84.78,1,no
yes,Lawyer,thu,other,aug,Inner.city,inactive,yes,0,1,174,6.853,3.4,Satisfactory,108.6452,poor,30,15655,97.57,0,no
yes,Retail,fri,other,may,Inner.city,inactive,yes,1,2,357,2.236,-1.3,Low,106.1044,satisfactory,28,15316,82.1,1,no
no,Driver,wed,doctorate,aug,Inner.city,inactive,yes,0,4,1615,6.638,3.8,Satisfactory,109.7352,satisfactory,48,15730,101.67,1,no
no,Gardener,fri,Higher.school.certificate,may,Inner.city,inactive,no,0,2,159,6.347,3.25,Satisfactory,107.1152,poor,38,15550,98.76,0,yes
no,Driver,fri,Higher.school.certificate,jul,Inner.city,inactive,yes,0,1,862,5.306,3.4,Satisfactory,107.8744,satisfactory,34,15669,84.38,0,no
no,Lawyer,thu,other,aug,Inner.city,inactive,yes,0,2,298,1.878,-2.75,High,106.8408,satisfactory,35,15278,110,1,no
yes,Plumber,mon,doctorate,may,suburban,inactive,no,0,4,353,5.293,3.25,Satisfactory,108.1252,satisfactory,58,15538,101.12,1,no
yes,Librarian,mon,highschool.certificate,may,Inner.city,inactive,no,2,1,349,1.854,-1.2,Low,107.5408,satisfactory,78,15053,88.24,2,no
no,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,3,407,1.959,-1.4,Satisfactory,107.3144,satisfactory,55,15296,80.85,0,no
no,Plumber,wed,other,nov,Inner.city,active,yes,0,5,322,4.356,1.35,High,102.52,excellent,48,15598,86.83,1,no
yes,Driver,fri,unknown,jul,suburban,active,yes,0,4,146,5.673,3.8,Satisfactory,108.6744,satisfactory,55,15649,83.39,0,no
yes,Plumber,wed,other,nov,Inner.city,active,yes,0,2,152,5.339,1.15,High,103.66,satisfactory,59,15598,87.5,1,no
no,Lawyer,mon,other,nov,Inner.city,inactive,yes,0,3,313,4.777,1.25,Satisfactory,106.95,satisfactory,45,15573,88.5,0,no
no,Gardener,fri,TAFE,jun,Inner.city,active,no,0,2,584,6.102,3.6,Satisfactory,110.972,excellent,39,15684,91.8,1,no
yes,Driver,thu,doctorate,jun,Inner.city,inactive,no,0,0,37,6.129,3.6,Satisfactory,107.992,satisfactory,33,15712,87.85,0,no
yes,Lawyer,wed,Bachelour.degree,may,Inner.city,inactive,no,0,4,131,2.396,-1.2,High,104.3044,excellent,27,15309,77.26,1,no
yes,Lawyer,wed,Bachelour.degree,apr,Inner.city,inactive,yes,0,4,1123,3.326,-1.1,Satisfactory,112.62,poor,36,15314,74.21,1,no
yes,Lawyer,thu,other,aug,Inner.city,active,yes,0,1,3792,6.666,3.5,Satisfactory,106.5652,satisfactory,30,15686,99.63,1,no
no,Electrician,wed,highschool.certificate,may,suburban,active,no,0,2,480,6.101,3.05,Satisfactory,103.6352,satisfactory,52,15545,99.39,1,no
yes,Self-employed,mon,Higher.school.certificate,nov,Inner.city,inactive,yes,0,2,572,4.498,1.35,Satisfactory,109.84,satisfactory,52,15578,85.76,0,no
no,Self-employed,tue,TAFE,may,suburban,inactive,yes,0,3,746,1.769,-1.4,Satisfactory,106.6044,satisfactory,42,15277,77.28,0,no
yes,Self-employed,tue,Higher.school.certificate,jun,suburban,inactive,no,0,1,505,6.032,3.6,Satisfactory,110.742,poor,32,15705,88.92,1,no
no,Lawyer,fri,highschool.certificate,apr,Inner.city,inactive,yes,0,0,264,2.392,-1.1,Satisfactory,109.94,satisfactory,57,15266,77.06,1,no
yes,Driver,fri,other,jul,Inner.city,active,yes,0,12,1390,6.172,3.4,Satisfactory,107.0944,poor,23,15638,82.98,1,no
yes,Plumber,mon,highschool.certificate,jun,suburban,inactive,no,0,1,408,5.546,3.25,Satisfactory,110.2552,satisfactory,50,15580,95.44,1,no
no,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,266,2.078,-1.4,Satisfactory,108.8844,satisfactory,39,15301,76.34,1,no
yes,Chef,tue,Bachelour.degree,aug,Inner.city,inactive,yes,0,2,180,2.368,-2.75,Satisfactory,109.6508,poor,26,15262,110.13,0,no
yes,Self-employed,mon,TAFE,jun,Inner.city,inactive,no,0,4,198,6.11,3.5,Satisfactory,107.042,satisfactory,40,15690,89.1,1,no
yes,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,yes,0,0,763,2.306,-1.2,High,107.3944,satisfactory,20,15298,79.73,1,yes
yes,Driver,wed,doctorate,aug,Inner.city,inactive,yes,0,2,206,5.884,3.5,Satisfactory,103.9952,satisfactory,40,15685,101.18,1,no
yes,Plumber,wed,Bachelour.degree,nov,Inner.city,inactive,yes,0,2,310,4.516,1.35,High,108.36,excellent,44,15546,87.85,2,no
no,Lawyer,mon,TAFE,aug,Inner.city,active,yes,0,2,170,1.435,-0.85,Satisfactory,106.3816,poor,30,14986,93.87,0,no
yes,Driver,thu,Bachelour.degree,nov,Inner.city,inactive,yes,0,10,44,5.191,1.15,Satisfactory,108.93,poor,34,15565,83.99,0,no
yes,Plumber,thu,other,nov,Inner.city,active,yes,0,1,111,5.202,1.45,Satisfactory,106.46,satisfactory,39,15608,83.33,0,no
no,Lawyer,fri,other,jun,Inner.city,inactive,yes,2,0,445,1.579,-2.95,Low,104.1108,poor,25,15232,108.56,3,yes
yes,Librarian,wed,other,may,Inner.city,inactive,no,0,3,1599,6.029,3.15,Satisfactory,108.1752,satisfactory,33,15540,103.67,0,yes
yes,Gardener,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,1,274,5.481,3.4,Satisfactory,107.6344,poor,33,15651,86.42,0,no
no,Plumber,tue,other,aug,Inner.city,active,yes,0,0,356,2.037,-3.4,Satisfactory,112.9092,satisfactory,52,15070,113.25,0,no
no,Plumber,thu,other,nov,suburban,inactive,yes,0,3,153,4.899,1.15,Satisfactory,109.42,excellent,51,15609,87.65,0,no
no,Gardener,fri,highschool.certificate,may,Inner.city,inactive,yes,0,9,34,2.692,-1.4,Satisfactory,105.0944,excellent,34,15318,78.52,1,no
no,Self-employed,tue,highschool.certificate,aug,Inner.city,inactive,yes,0,8,287,5.328,3.8,Satisfactory,107.0352,satisfactory,46,15651,102.24,0,no
no,Self-employed,tue,Higher.school.certificate,may,suburban,inactive,no,0,5,378,5.716,3.35,Satisfactory,110.7652,satisfactory,50,15576,96.14,0,no
